"","Rented.Bike.Count","Hour","Temperature..C.","Humidity...","Wind.speed..m.s.","Visibility..10m.","Dew.point.temperature..C.","Solar.Radiation..MJ.m2.","Rainfall.mm.","Snowfall..cm.","Seasons","Holiday","Functioning.Day"
"918",67,5,0.8,42,1,1394,-10.6,0,0,0,"4","0","1"
"919",159,6,0.8,45,0.7,1268,-9.8,0,0,0,"4","0","1"
"920",374,7,0.7,44,0.8,1357,-10.1,0,0,0,"4","0","1"
"921",701,8,0.7,45,0.7,1339,-9.9,0,0,0,"4","0","1"
"922",387,9,0.8,47,0.9,1070,-9.2,0.05,0,0,"4","0","1"
"923",253,10,1.3,43,0.8,971,-9.9,0.16,0,0,"4","0","1"
"924",278,11,1.7,37,0.6,1062,-11.4,0.23,0,0,"4","0","1"
"925",356,12,2.7,33,2.7,1281,-12,0.6,0,0,"4","0","1"
"926",303,13,3,32,1.6,1518,-12.1,0.38,0,0,"4","0","1"
"927",349,14,3.4,31,1.4,1267,-12.1,0.36,0,0,"4","0","1"
"928",318,15,3.9,33,1.8,1293,-10.9,0.39,0,0,"4","0","1"
"929",353,16,3.5,36,1.7,1702,-10.2,0.16,0,0,"4","0","1"
"930",385,17,2.7,50,2.8,1957,-6.7,0.06,0,0,"4","0","1"
"931",316,18,1.5,70,2.5,638,-3.3,0,0,0,"4","0","1"
"932",127,19,0.9,88,1.6,290,-0.8,0,0,0.5,"4","0","1"
"933",144,20,1,89,1.9,407,-0.6,0,0,1,"4","0","1"
"935",149,22,0.1,68,4.6,740,-5.1,0,0,1,"4","0","1"
"936",112,23,-0.6,62,4.2,936,-6.9,0,0,1,"4","0","1"
"937",100,0,-1.2,67,4.6,983,-6.5,0,0,1,"4","0","1"
"938",107,1,-1.9,69,5,791,-6.8,0,0,1,"4","0","1"
"939",75,2,-2.9,66,3.3,1515,-8.3,0,0,1,"4","0","1"
"940",52,3,-3.4,67,3.2,1420,-8.6,0,0,0.9,"4","0","1"
"941",38,4,-4.3,59,4.4,1451,-11.1,0,0,0.9,"4","0","1"
"942",52,5,-5.1,48,3.2,1821,-14.4,0,0,0.9,"4","0","1"
"943",126,6,-5.6,52,3.7,1785,-13.9,0,0,0.9,"4","0","1"
"944",245,7,-5.9,57,3.1,1686,-13,0,0,0.8,"4","0","1"
"945",554,8,-6,64,3.2,1384,-11.7,0,0,0.7,"4","0","1"
"946",320,9,-6,61,2.5,1547,-12.3,0.13,0,0.6,"4","0","1"
"947",190,10,-4.8,57,3,1559,-12,0.47,0,0.5,"4","0","1"
"948",247,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5,"4","0","1"
"949",262,12,-2.7,45,2.4,1707,-13,1.05,0,0.4,"4","0","1"
"950",265,13,-2.6,45,4,1663,-12.9,1.11,0,0.3,"4","0","1"
"951",265,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2,"4","0","1"
"952",257,15,-2.4,51,4.6,1458,-11.1,0.46,0,0,"4","0","1"
"953",262,16,-2.4,56,3.3,1541,-9.9,0.35,0,0,"4","0","1"
"954",332,17,-2.9,66,3.6,743,-8.3,0.23,0,0,"4","0","1"
"955",558,18,-3.8,58,1.7,1996,-10.8,0.01,0,0,"4","0","1"
"956",364,19,-4.5,57,0.6,2000,-11.7,0,0,0,"4","0","1"
"957",302,20,-4.9,59,0.6,1992,-11.6,0,0,0,"4","0","1"
"958",281,21,-4.8,59,0.9,2000,-11.6,0,0,0,"4","0","1"
"959",166,22,-4.2,67,1.6,503,-9.4,0,0,0,"4","0","1"
"960",80,23,-4.9,80,0.7,690,-7.8,0,0,0.2,"4","0","1"
"961",61,0,-5.2,82,0.8,152,-7.7,0,0.5,0.5,"4","0","1"
"962",78,1,-5.6,75,1.7,1982,-9.3,0,0,0.8,"4","0","1"
"963",63,2,-5.7,72,1.2,1925,-9.9,0,0,0.8,"4","0","1"
"964",40,3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8,"4","0","1"
"965",31,4,-6.6,72,2.2,2000,-10.8,0,0,0.8,"4","0","1"
"966",39,5,-7.3,75,1.6,2000,-10.9,0,0,0.8,"4","0","1"
"967",84,6,-7.7,74,1.1,2000,-11.5,0,0,0.8,"4","0","1"
"968",158,7,-8,70,1.8,2000,-12.5,0,0,0.7,"4","0","1"
"969",387,8,-7.9,67,2.6,1896,-12.9,0,0,0.7,"4","0","1"
"970",225,9,-7.7,62,3.6,1637,-13.7,0.13,0,0.7,"4","0","1"
"971",150,10,-6.9,53,3.2,1576,-14.8,0.52,0,0.6,"4","0","1"
"972",168,11,-6.4,49,4.5,1759,-15.3,0.86,0,0.5,"4","0","1"
"973",217,12,-5.6,44,4.5,1830,-15.9,1.1,0,0.5,"4","0","1"
"974",207,13,-5.1,43,4.7,1901,-15.7,1.18,0,0.4,"4","0","1"
"976",193,15,-5.3,33,4.8,2000,-19,0.99,0,0.3,"4","0","1"
"977",196,16,-5.4,30,3.9,2000,-20.2,0.69,0,0.2,"4","0","1"
"978",266,17,-6.5,34,4,2000,-19.8,0.31,0,0,"4","0","1"
"979",437,18,-7.8,32,4.5,2000,-21.6,0.02,0,0,"4","0","1"
"980",259,19,-8.5,35,2.9,2000,-21.2,0,0,0,"4","0","1"
"981",207,20,-8.9,41,2.3,2000,-19.7,0,0,0,"4","0","1"
"982",214,21,-9.4,47,2,2000,-18.6,0,0,0,"4","0","1"
"983",165,22,-9.7,51,2.8,2000,-17.9,0,0,0,"4","0","1"
"984",139,23,-10.2,53,3.3,1997,-17.9,0,0,0,"4","0","1"
"985",98,0,-10.3,54,2.4,1988,-17.8,0,0,0,"4","0","1"
"986",100,1,-10.6,55,2.9,1987,-17.9,0,0,0,"4","0","1"
"987",89,2,-10.9,57,2.7,1900,-17.7,0,0,0,"4","0","1"
"988",38,3,-11.2,59,2.9,1872,-17.6,0,0,0,"4","0","1"
"989",33,4,-11.5,57,2.3,1899,-18.3,0,0,0,"4","0","1"
"990",42,5,-11.9,61,1.8,1759,-17.9,0,0,0,"4","0","1"
"991",82,6,-12,61,2.3,1709,-18,0,0,0,"4","0","1"
"992",203,7,-12.3,59,2.3,1738,-18.6,0,0,0,"4","0","1"
"993",443,8,-12.6,61,1.6,1610,-18.5,0,0,0,"4","0","1"
"994",227,9,-12,53,2.6,1781,-19.6,0.16,0,0,"4","0","1"
"995",152,10,-11.1,46,3.7,1638,-20.4,0.48,0,0,"4","0","1"
"996",146,11,-10.2,41,3.5,1629,-20.9,0.84,0,0,"4","0","1"
"997",187,12,-8.6,40,2.6,1700,-19.8,1.11,0,0,"4","0","1"
"998",178,13,-8.6,41,3.4,1593,-19.5,1.2,0,0,"4","0","1"
"999",187,14,-7.4,38,3.3,1718,-19.3,1.15,0,0,"4","0","1"
"1000",181,15,-8.3,42,3.8,1745,-18.9,0.93,0,0,"4","0","1"
"1001",179,16,-8.2,39,2.8,1807,-19.7,0.63,0,0,"4","0","1"
"1002",219,17,-9.3,43,2.8,1900,-19.6,0.28,0,0,"4","0","1"
"1003",352,18,-10.4,43,2.3,1985,-20.6,0.02,0,0,"4","0","1"
"1004",251,19,-10.9,44,3,2000,-20.7,0,0,0,"4","0","1"
"1005",177,20,-11.6,49,1.8,1953,-20.1,0,0,0,"4","0","1"
"1006",162,21,-12.4,51,2.2,1992,-20.4,0,0,0,"4","0","1"
"1007",172,22,-12.9,52,2.8,2000,-20.7,0,0,0,"4","0","1"
"1008",119,23,-13.2,51,1.5,1972,-21.2,0,0,0,"4","0","1"
"1009",105,0,-13.6,49,1.6,2000,-22,0,0,0,"4","0","1"
"1010",99,1,-13.7,47,3,2000,-22.6,0,0,0,"4","0","1"
"1011",83,2,-13.8,43,2.6,2000,-23.7,0,0,0,"4","0","1"
"1012",42,3,-14.1,45,1.8,2000,-23.4,0,0,0,"4","0","1"
"1013",30,4,-14.3,45,2,2000,-23.6,0,0,0,"4","0","1"
"1014",35,5,-14.6,45,1.1,2000,-23.9,0,0,0,"4","0","1"
"1015",92,6,-14.9,45,2.3,2000,-24.2,0,0,0,"4","0","1"
"1016",189,7,-15.1,45,0.9,2000,-24.4,0,0,0,"4","0","1"
"1017",419,8,-15.1,44,1.2,2000,-24.6,0,0,0,"4","0","1"
"1018",196,9,-14.9,40,1.2,1999,-25.5,0.16,0,0,"4","0","1"
"1019",119,10,-13,37,2.2,1960,-24.6,0.59,0,0,"4","0","1"
"1020",140,11,-11.2,31,2.4,1944,-25,0.94,0,0,"4","0","1"
"1021",178,12,-9.6,27,2,1945,-25.1,1.17,0,0,"4","0","1"
"1022",177,13,-8.2,29,2,1920,-23.1,1.19,0,0,"4","0","1"
"1023",173,14,-7.2,28,2.3,1990,-22.6,1.14,0,0,"4","0","1"
"1024",177,15,-6.5,26,2.4,1987,-22.8,0.96,0,0,"4","0","1"
"1025",196,16,-5.8,21,1.1,2000,-24.6,0.66,0,0,"4","0","1"
"1026",259,17,-6.5,22,1.5,2000,-24.7,0.28,0,0,"4","0","1"
"1027",405,18,-7.5,28,2,2000,-22.9,0.02,0,0,"4","0","1"
"1028",273,19,-8.2,32,1.1,2000,-22,0,0,0,"4","0","1"
"1029",210,20,-7.9,31,1.4,2000,-22.1,0,0,0,"4","0","1"
"1030",184,21,-7.4,33,1.4,2000,-20.9,0,0,0,"4","0","1"
"1031",186,22,-6.9,39,1.6,2000,-18.5,0,0,0,"4","0","1"
"1032",144,23,-6.7,36,1.3,1821,-19.3,0,0,0,"4","0","1"
"1033",152,0,-6.6,39,1.6,1930,-18.2,0,0,0,"4","0","1"
"1034",168,1,-6.5,45,0.5,1964,-16.4,0,0,0,"4","0","1"
"1035",145,2,-6.4,40,0.9,2000,-17.8,0,0,0,"4","0","1"
"1036",77,3,-6.5,42,0.7,1996,-17.3,0,0,0,"4","0","1"
"1037",47,4,-6.4,46,0.8,1993,-16.1,0,0,0,"4","0","1"
"1038",40,5,-6.3,51,0.8,2000,-14.8,0,0,0,"4","0","1"
"1039",42,6,-6.4,59,0.6,887,-13.1,0,0,0,"4","0","1"
"1040",43,7,-6.5,68,0.6,571,-11.4,0,0,0,"4","0","1"
"1041",67,8,-6.5,72,0.8,670,-10.7,0,0,0.2,"4","0","1"
"1042",102,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4,"4","0","1"
"1043",106,10,-5.5,72,0.7,1354,-9.7,0.29,0,0.6,"4","0","1"
"1044",133,11,-4.8,70,1,1244,-9.4,0.21,0,0.6,"4","0","1"
"1045",174,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4,"4","0","1"
"1046",212,13,-2.5,62,1.4,1087,-8.7,0.66,0,0,"4","0","1"
"1047",215,14,-1.8,62,0.7,936,-8.1,0.55,0,0,"4","0","1"
"1048",251,15,-1.5,62,0.9,957,-7.8,0.28,0,0,"4","0","1"
"1049",249,16,-1.2,63,0.9,876,-7.3,0.19,0,0,"4","0","1"
"1050",277,17,-1.4,68,1,761,-6.5,0.11,0,0,"4","0","1"
"1051",223,18,-2.6,73,1,684,-6.7,0.01,0,0,"4","0","1"
"1052",167,19,-3.3,76,0.8,633,-6.9,0,0,0,"4","0","1"
"1053",158,20,-3.9,78,1.1,596,-7.1,0,0,0,"4","0","1"
"1054",156,21,-4.1,79,0.7,522,-7.2,0,0,0,"4","0","1"
"1055",168,22,-4.3,81,0.4,435,-7,0,0,0,"4","0","1"
"1056",131,23,-4.4,81,0.7,420,-7.1,0,0,0,"4","0","1"
"1057",149,0,-4.4,81,0.7,414,-7.1,0,0,0,"4","0","1"
"1058",150,1,-3.7,79,0.9,438,-6.8,0,0,0,"4","0","1"
"1059",111,2,-3.5,78,1,444,-6.7,0,0,0,"4","0","1"
"1060",79,3,-3.6,78,1.6,471,-6.8,0,0,0,"4","0","1"
"1061",48,4,-4,79,1.2,453,-7.1,0,0,0,"4","0","1"
"1062",29,5,-4.2,79,1.2,442,-7.3,0,0,0,"4","0","1"
"1063",49,6,-4.3,79,1.1,433,-7.4,0,0,0,"4","0","1"
"1064",59,7,-4.4,80,1.4,411,-7.3,0,0,0,"4","0","1"
"1065",81,8,-3.8,79,0.8,412,-6.9,0,0,0,"4","0","1"
"1066",118,9,-3.4,77,1.6,432,-6.8,0.12,0,0,"4","0","1"
"1067",134,10,-2.1,72,1.7,489,-6.4,0.34,0,0,"4","0","1"
"1068",174,11,-0.5,64,0.7,537,-6.4,0.49,0,0,"4","0","1"
"1069",226,12,1.2,58,0.8,550,-6.1,0.74,0,0,"4","0","1"
"1070",272,13,3,52,1.4,568,-5.9,0.9,0,0,"4","0","1"
"1071",304,14,3.7,53,0.6,592,-5,0.74,0,0,"4","0","1"
"1072",353,15,4.6,50,0.9,824,-4.9,0.62,0,0,"4","0","1"
"1073",366,16,5.3,49,1.8,982,-4.5,0.43,0,0,"4","0","1"
"1074",302,17,4.5,51,1.1,1244,-4.7,0.17,0,0,"4","0","1"
"1075",250,18,4.1,53,1.3,1132,-4.6,0,0,0,"4","0","1"
"1076",208,19,3.9,54,1.1,1102,-4.5,0,0,0,"4","0","1"
"1077",210,20,3.5,55,1,1100,-4.7,0,0,0,"4","0","1"
"1078",213,21,3.1,58,0.4,936,-4.3,0,0,0,"4","0","1"
"1079",196,22,2.8,60,0.6,829,-4.2,0,0,0,"4","0","1"
"1080",144,23,2.7,60,0.6,794,-4.3,0,0,0,"4","0","1"
"1081",171,0,3,60,0.5,842,-4,0,0,0,"4","0","1"
"1082",122,1,3,62,0.9,835,-3.5,0,0,0,"4","0","1"
"1083",74,2,3.6,65,0.9,959,-2.3,0,0,0,"4","0","1"
"1084",58,3,4.4,70,1.7,928,-0.6,0,0,0,"4","0","1"
"1085",38,4,4.9,73,1.8,881,0.4,0,0,0,"4","0","1"
"1086",55,5,5,76,1.9,808,1.1,0,0,0,"4","0","1"
"1087",82,6,4.9,83,3,582,2.2,0,0,0,"4","0","1"
"1088",209,7,4.4,87,1,357,2.4,0,0,0,"4","0","1"
"1089",444,8,4.1,85,1.1,470,1.7,0,0,0,"4","0","1"
"1090",303,9,3.9,86,1.7,399,1.7,0.11,0.2,0,"4","0","1"
"1091",212,10,4.2,82,2.2,560,1.3,0.22,0,0,"4","0","1"
"1092",254,11,4.7,75,2.3,533,0.6,0.54,0,0,"4","0","1"
"1093",311,12,6.2,64,1.9,549,-0.1,0.79,0,0,"4","0","1"
"1094",309,13,6.1,61,2.3,534,-0.8,0.91,0,0,"4","0","1"
"1095",306,14,7.1,52,2.1,646,-2.1,0.76,0,0,"4","0","1"
"1096",349,15,7.4,38,1.7,817,-6,0.63,0,0,"4","0","1"
"1097",365,16,7.5,37,0.9,813,-6.2,0.48,0,0,"4","0","1"
"1098",455,17,6.5,40,0.8,804,-6.1,0.23,0,0,"4","0","1"
"1099",555,18,5.2,44,1.3,647,-6,0,0,0,"4","0","1"
"1100",444,19,4.4,53,1.2,538,-4.3,0,0,0,"4","0","1"
"1101",321,20,3.7,58,1.3,474,-3.8,0,0,0,"4","0","1"
"1102",334,21,3.4,59,0.8,471,-3.8,0,0,0,"4","0","1"
"1103",333,22,3,61,1.6,460,-3.8,0,0,0,"4","0","1"
"1104",230,23,2.4,63,0.6,443,-3.9,0,0,0,"4","0","1"
"1105",212,0,1.8,67,1.2,387,-3.6,0,0,0,"4","0","1"
"1106",207,1,1.2,64,0.7,455,-4.8,0,0,0,"4","0","1"
"1107",141,2,0.5,72,0.7,385,-3.9,0,0,0,"4","0","1"
"1108",81,3,0.3,70,0.6,438,-4.5,0,0,0,"4","0","1"
"1109",51,4,0.8,65,0.7,502,-5,0,0,0,"4","0","1"
"1110",58,5,1.1,64,0.5,505,-4.9,0,0,0,"4","0","1"
"1111",140,6,1.2,69,0.6,436,-3.8,0,0,0,"4","0","1"
"1112",318,7,1.1,69,0.6,418,-3.9,0,0,0,"4","0","1"
"1113",650,8,1.2,68,0.6,411,-4,0,0,0,"4","0","1"
"1114",376,9,1.9,65,0.8,402,-3.9,0.06,0,0,"4","0","1"
"1115",221,10,2.7,60,0.5,392,-4.3,0.18,0,0,"4","0","1"
"1116",256,11,3.9,57,0.8,363,-3.8,0.28,0,0,"4","0","1"
"1117",276,12,5.2,52,1.2,349,-3.8,0.45,0,0,"4","0","1"
"1118",296,13,5.8,47,0.8,382,-4.6,0.53,0,0,"4","0","1"
"1119",276,14,6.5,43,0.8,468,-5.2,0.52,0,0,"4","0","1"
"1120",250,15,6.3,40,0.3,498,-6.3,0.19,0,0,"4","0","1"
"1121",277,16,5.8,50,0.9,547,-3.8,0.11,0,0,"4","0","1"
"1122",381,17,5.2,58,0.8,462,-2.4,0.08,0,0,"4","0","1"
"1123",592,18,4.9,59,1.4,427,-2.4,0,0,0,"4","0","1"
"1124",409,19,4.6,57,1,432,-3.2,0,0,0,"4","0","1"
"1125",332,20,4.5,58,0.8,383,-3,0,0,0,"4","0","1"
"1126",342,21,4.3,56,0.7,434,-3.7,0,0,0,"4","0","1"
"1127",321,22,4,57,0.3,430,-3.7,0,0,0,"4","0","1"
"1128",242,23,3.9,60,0.9,379,-3.1,0,0,0,"4","0","1"
"1129",204,0,3.5,62,0.4,382,-3.1,0,0,0,"4","0","1"
"1130",183,1,3.3,64,0.4,339,-2.8,0,0,0,"4","0","1"
"1131",140,2,3.1,65,0.8,310,-2.8,0,0,0,"4","0","1"
"1132",75,3,3,67,0.8,297,-2.5,0,0,0,"4","0","1"
"1133",55,4,3,68,0.5,322,-2.3,0,0,0,"4","0","1"
"1134",72,5,2.9,66,0.8,325,-2.8,0,0,0,"4","0","1"
"1135",115,6,2.7,71,1.1,270,-2,0,0,0,"4","0","1"
"1136",272,7,2.5,71,0.9,289,-2.2,0,0,0,"4","0","1"
"1137",537,8,2.6,70,0.6,296,-2.3,0,0,0,"4","0","1"
"1138",337,9,3,66,0.7,306,-2.7,0.12,0,0,"4","0","1"
"1139",212,10,4.3,58,0.5,401,-3.2,0.23,0,0,"4","0","1"
"1140",270,11,6,51,1,436,-3.3,0.55,0,0,"4","0","1"
"1141",310,12,8.1,51,1.4,367,-1.4,0.75,0,0,"4","0","1"
"1142",273,13,8,54,1.8,435,-0.7,0.57,0,0,"4","0","1"
"1143",258,14,7.7,54,2.6,313,-1,0.58,0,0,"4","0","1"
"1144",278,15,8.5,49,1.3,400,-1.6,0.73,0,0,"4","0","1"
"1145",314,16,8.3,54,1.2,330,-0.4,0.44,0,0,"4","0","1"
"1146",380,17,7.2,57,3.3,342,-0.7,0.19,0,0,"4","0","1"
"1147",501,18,5.2,62,2.9,503,-1.5,0.01,0,0,"4","0","1"
"1148",360,19,4.2,68,2.4,446,-1.1,0,0,0,"4","0","1"
"1149",286,20,3.5,72,1.7,361,-1,0,0,0,"4","0","1"
"1150",320,21,3.1,74,1.1,333,-1,0,0,0,"4","0","1"
"1151",313,22,2.8,74,0.5,309,-1.3,0,0,0,"4","0","1"
"1152",227,23,2.7,74,0.8,291,-1.4,0,0,0,"4","0","1"
"1153",215,0,2.7,73,1,290,-1.6,0,0,0,"4","0","1"
"1154",190,1,3.2,72,1.9,306,-1.3,0,0,0,"4","0","1"
"1155",137,2,3.3,73,1.2,288,-1,0,0,0,"4","0","1"
"1156",95,3,3.6,74,1.7,273,-0.6,0,0,0,"4","0","1"
"1157",50,4,3.3,80,2.1,232,0.1,0,0,0,"4","0","1"
"1158",68,5,2.6,82,2,229,-0.1,0,0,0,"4","0","1"
"1159",107,6,2.2,82,2,211,-0.5,0,0,0,"4","0","1"
"1160",279,7,1.5,86,1.1,189,-0.5,0,0,0,"4","0","1"
"1161",537,8,1.1,86,1.2,197,-0.9,0,0,0,"4","0","1"
"1162",305,9,1.2,84,2.1,210,-1.2,0.07,0,0,"4","0","1"
"1163",188,10,1.4,81,2.1,255,-1.5,0.21,0,0,"4","0","1"
"1164",261,11,1.8,75,1.8,301,-2.1,0.35,0,0,"4","0","1"
"1165",267,12,2.5,72,2.4,256,-2,0,0,0,"4","0","1"
"1166",307,13,3.5,54,3.2,463,-4.9,0.68,0,0,"4","0","1"
"1167",301,14,4.4,42,2.3,719,-7.4,0.72,0,0,"4","0","1"
"1168",269,15,4.2,36,2.3,957,-9.5,0.57,0,0,"4","0","1"
"1169",328,16,3.6,42,2.4,883,-8.1,0.29,0,0,"4","0","1"
"1170",416,17,2.8,46,2.1,858,-7.6,0.14,0,0,"4","0","1"
"1171",506,18,2,39,2.1,1259,-10.5,0.01,0,0,"4","0","1"
"1172",365,19,1.5,41,1,1210,-10.3,0,0,0,"4","0","1"
"1173",303,20,1.1,44,1.2,1171,-9.8,0,0,0,"4","0","1"
"1174",339,21,0.8,45,1.5,1184,-9.8,0,0,0,"4","0","1"
"1175",318,22,0.7,45,2,1084,-9.9,0,0,0,"4","0","1"
"1176",232,23,0.6,47,2.3,1046,-9.4,0,0,0,"4","0","1"
"1177",211,0,0.3,45,1.8,1154,-10.2,0,0,0,"4","0","1"
"1178",207,1,0,43,1.7,1250,-11.1,0,0,0,"4","0","1"
"1179",140,2,-0.3,44,1.7,1295,-11.1,0,0,0,"4","0","1"
"1180",93,3,-0.6,43,1.7,1316,-11.6,0,0,0,"4","0","1"
"1181",58,4,-0.7,45,1.4,1241,-11.1,0,0,0,"4","0","1"
"1182",61,5,-1.4,47,1.4,1301,-11.2,0,0,0,"4","0","1"
"1183",151,6,-1.8,49,1.4,1359,-11.1,0,0,0,"4","0","1"
"1184",334,7,-2,49,1.9,1281,-11.3,0,0,0,"4","0","1"
"1185",648,8,-2.5,50,1,1281,-11.5,0,0,0,"4","0","1"
"1186",387,9,-2.1,42,1.3,1519,-13.3,0.17,0,0,"4","0","1"
"1187",255,10,0,29,1.3,1592,-15.9,0.52,0,0,"4","0","1"
"1188",283,11,2.2,20,0.6,1794,-18.5,0.83,0,0,"4","0","1"
"1189",341,12,4.3,28,1.5,1858,-12.6,0.98,0,0,"4","0","1"
"1190",341,13,4.7,26,2.6,1370,-13.2,1.11,0,0,"4","0","1"
"1191",349,14,4.7,24,3.6,1552,-14.2,1.08,0,0,"4","0","1"
"1192",381,15,5.4,25,2.4,1686,-13.1,0.9,0,0,"4","0","1"
"1193",390,16,4.9,27,2.8,1648,-12.5,0.65,0,0,"4","0","1"
"1194",468,17,4.1,34,3.1,1810,-10.3,0.28,0,0,"4","0","1"
"1195",702,18,2.9,45,1.6,1629,-7.8,0.04,0,0,"4","0","1"
"1196",471,19,2,48,1.8,1519,-7.8,0,0,0,"4","0","1"
"1197",342,20,1.2,51,0.6,1544,-7.8,0,0,0,"4","0","1"
"1198",331,21,0.5,52,0.8,1595,-8.2,0,0,0,"4","0","1"
"1199",292,22,0,56,0.8,1544,-7.7,0,0,0,"4","0","1"
"1200",236,23,-0.5,59,0.9,1487,-7.5,0,0,0,"4","0","1"
"1201",228,0,-0.6,60,0.6,1433,-7.4,0,0,0,"4","0","1"
"1202",258,1,-0.9,64,0.4,1273,-6.8,0,0,0,"4","0","1"
"1203",216,2,-0.9,65,0.6,1369,-6.6,0,0,0,"4","0","1"
"1204",118,3,-0.9,65,0.2,1359,-6.6,0,0,0,"4","0","1"
"1205",89,4,-0.7,65,0.6,1226,-6.4,0,0,0,"4","0","1"
"1206",56,5,-0.3,62,0.6,862,-6.7,0,0,0,"4","0","1"
"1207",50,6,-0.1,60,0.4,1080,-6.9,0,0,0,"4","0","1"
"1208",101,7,0.2,60,0.3,1145,-6.6,0,0,0,"4","0","1"
"1209",191,8,0.3,63,0.4,1140,-5.9,0,0,0,"4","0","1"
"1210",234,9,0.9,63,0.9,1090,-5.3,0.07,0,0,"4","0","1"
"1211",259,10,2.1,60,1.2,1005,-4.8,0.3,0,0,"4","0","1"
"1212",285,11,3.7,59,1.8,978,-3.5,0.51,0,0,"4","0","1"
"1213",325,12,5.3,55,2.6,904,-3,0.85,0,0,"4","0","1"
"1214",356,13,6.3,55,3,792,-2,0.85,0,0,"4","0","1"
"1215",334,14,5.9,61,3.2,623,-1,0.52,0,0,"4","0","1"
"1216",406,15,6.3,55,3,355,-2,0.68,0,0,"4","0","1"
"1217",352,16,6.6,42,3,355,-5.4,0.48,0,0,"4","0","1"
"1218",377,17,5.7,53,1.8,276,-3.1,0.22,0,0,"4","0","1"
"1219",283,18,4.6,55,3.2,232,-3.6,0.03,0,0,"4","0","1"
"1220",223,19,3.5,66,1.7,187,-2.2,0,0,0,"4","0","1"
"1221",219,20,2.9,66,1.2,173,-2.8,0,0,0,"4","0","1"
"1222",220,21,2.1,48,2.8,346,-7.7,0,0,0,"4","0","1"
"1223",232,22,1.5,48,2.4,422,-8.3,0,0,0,"4","0","1"
"1224",164,23,0.8,53,1.7,382,-7.7,0,0,0,"4","0","1"
"1225",196,0,-0.3,60,1.9,340,-7.1,0,0,0,"4","0","1"
"1226",177,1,-0.8,58,0.4,400,-8,0,0,0,"4","0","1"
"1227",107,2,-1.5,63,1,380,-7.6,0,0,0,"4","0","1"
"1228",107,3,-2,60,0.5,474,-8.7,0,0,0,"4","0","1"
"1229",73,4,-2.3,47,0.7,984,-12.1,0,0,0,"4","0","1"
"1230",32,5,-2.6,49,1.1,1065,-11.8,0,0,0,"4","0","1"
"1231",36,6,-3.1,54,1.4,1037,-11.1,0,0,0,"4","0","1"
"1232",61,7,-3.2,54,1.2,1113,-11.2,0,0,0,"4","0","1"
"1233",115,8,-3.6,53,0.5,1227,-11.8,0,0,0,"4","0","1"
"1234",152,9,-3.2,46,0.8,1091,-13.2,0.15,0,0,"4","0","1"
"1235",189,10,-1.3,37,0.8,1070,-14.1,0.47,0,0,"4","0","1"
"1236",216,11,1.9,25,1,1493,-16.1,0.78,0,0,"4","0","1"
"1237",271,12,3.9,30,1.6,1085,-12.1,0.91,0,0,"4","0","1"
"1238",343,13,4.9,22,2,1446,-15,1,0,0,"4","0","1"
"1239",340,14,5.4,18,1.2,1923,-17,0.96,0,0,"4","0","1"
"1240",389,15,5.4,20,2.2,1890,-15.8,0.8,0,0,"4","0","1"
"1241",396,16,4.7,17,2.1,2000,-18.3,0.55,0,0,"4","0","1"
"1242",383,17,3.8,20,1.3,2000,-17.1,0.24,0,0,"4","0","1"
"1243",295,18,2.5,24,2,2000,-16,0.02,0,0,"4","0","1"
"1244",223,19,1.3,25,1.3,2000,-16.6,0,0,0,"4","0","1"
"1245",258,20,0.3,27,0.4,2000,-16.5,0,0,0,"4","0","1"
"1246",237,21,-0.1,29,0.5,2000,-16,0,0,0,"4","0","1"
"1247",207,22,-0.3,32,0.7,2000,-15,0,0,0,"4","0","1"
"1248",170,23,-0.4,32,0.6,2000,-15.1,0,0,0,"4","0","1"
"1249",171,0,-0.2,30,0.4,2000,-15.7,0,0,0,"4","0","1"
"1250",97,1,-0.2,32,0.7,2000,-14.9,0,0,0,"4","0","1"
"1251",73,2,-0.2,33,1.4,2000,-14.5,0,0,0,"4","0","1"
"1252",53,3,-0.3,31,0.3,2000,-15.4,0,0,0,"4","0","1"
"1253",31,4,0,32,0.4,2000,-14.7,0,0,0,"4","0","1"
"1254",60,5,0,32,0.7,2000,-14.7,0,0,0,"4","0","1"
"1255",165,6,0,33,0.4,2000,-14.3,0,0,0,"4","0","1"
"1256",316,7,-0.4,34,1,1989,-14.3,0,0,0,"4","0","1"
"1257",683,8,-0.7,32,0.5,1991,-15.3,0,0,0,"4","0","1"
"1258",365,9,0.1,33,0.8,1901,-14.3,0.06,0,0,"4","0","1"
"1259",221,10,1.1,31,0.7,1898,-14.1,0.25,0,0,"4","0","1"
"1260",277,11,2.4,27,0.9,1796,-14.7,0.47,0,0,"4","0","1"
"1261",323,12,3.9,28,0.9,1383,-12.9,0.6,0,0,"4","0","1"
"1262",281,13,3.9,33,0.6,1249,-10.9,0.19,0,0,"4","0","1"
"1263",249,14,3.3,73,0.4,744,-1,0.11,0,0,"4","0","1"
